strategy,bank,template,item,year,gt_value,gt_unit,ext_value,ext_unit,value_ok,unit_ok,fully_ok,chunking
hybrid_rrf,LIVI BANK LIMITED,KM1,Tier 1,2025 Mar,1654582,HK$’000,1654582.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,LIVI BANK LIMITED,KM1,Total RWA,2024 Dec,2182177,HK$’000,2192177.0,HK$'000,False,True,False,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,KM1,Total RWA,2024 Dec,6670498,HK$’000,6670498.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,13.11,%,13.11,HK$'000,True,False,False,NEW_3000_1000
hybrid_rrf,LIVI BANK LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,50.5,%,50.5,percentage,True,False,False,NEW_3000_1000
hybrid_rrf,LIVI BANK LIMITED,OV1,Market risk,2025 Mar,-,HK$’000,0.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,LIVI BANK LIMITED,KM1,LMR,2024 Mar,182.1,%,182.1,HK$'000,True,False,False,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,OV1,Operational risk,2025 Mar,818738,HK$’000,0.0,HK$'000,False,False,False,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,21016157,HK$’000,21016157.0,HKD'000,True,False,False,NEW_3000_1000
hybrid_rrf,LIVI BANK LIMITED,OV1,Operational risk,2025 Mar,209225,HK$’000,209225.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,LIVI BANK LIMITED,LR2,Leverage ratio,2025 Mar,25.3,%,25.3,HK$'000,True,False,False,NEW_3000_1000
hybrid_rrf,LIVI BANK LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,25.3,HK$'000,False,False,False,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,KM1,Tier 1,2025 Mar,1501315,HK$’000,1501315.0,HKD'000,True,False,False,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,14.05,%,14.05,HK$'000,True,False,False,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",KM1,Total capital ratio,2024 Jun,18.89,%,18.89,%,True,True,True,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",KM1,LMR,2024 Mar,N/A,%,0.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,KM1,Total capital ratio,2024 Jun,20.94,%,20.94,%,True,True,True,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,OV1,Market risk,2025 Mar,N/A,HK$’000,0.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,542322787,HK$’000,542322787.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,KM1,LMR,2024 Mar,68.89,%,69.89,HK$'000,False,False,False,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,LR2,Leverage ratio,2025 Mar,6.32,%,6.32,HKD'000,True,False,False,NEW_3000_1000
hybrid_rrf,MOX BANK LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,3.0,%,True,True,True,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",KM1,Tier 1,2025 Mar,60915887,HK$’000,60915887.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",OV1,Market risk,2025 Mar,6286675,HK$’000,6286675.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",KM1,Total RWA,2024 Dec,359746767,HK$’000,359746767.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",LR2,Leverage ratio,2025 Mar,10.31,%,10.31,HK$'000,True,False,False,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",OV1,Operational risk,2025 Mar,8620375,HK$’000,8620375.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,"NANYANG COMMERCIAL BANK, LIMITED",LR2,Minimum leverage ratio requirement,2025 Mar,3,%,3.0,%,True,True,True,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,KM1,Tier 1,2025 Mar,729970,HK$’000,729970.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,5687660,HK$’000,5687660.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,KM1,Total RWA,2024 Dec,1358875,HK$’000,1358875.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,70.9,%,70.9,%,True,True,True,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,KM1,LMR,2024 Mar,68.3,%,161.2,%,False,True,False,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,KM1,Total capital ratio,2024 Jun,62.6,%,62.6,%,True,True,True,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,OV1,Market risk,2025 Mar,-,HK$’000,0.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,KM1,LMR,2024 Mar,327.1,%,112.2,HK$'000,False,False,False,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,OV1,Operational risk,2025 Mar,198413,HK$’000,198413.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,OV1,Market risk,2025 Mar,-,HK$’000,0.0,HK$'000,False,False,False,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,8426644,HK$’000,8426644.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,LR2,Leverage ratio,2025 Mar,10.9,%,10.9,%,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,10.9,HK$'000,False,False,False,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,3.0,%,True,True,True,NEW_3000_1000
hybrid_rrf,PAO BANK LIMITED,LR2,Leverage ratio,2025 Mar,12.8,%,12.8,HK$'000,True,False,False,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,KM1,Tier 1,2025 Mar,927805,HK$’000,927805.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,KM1,Total RWA,2024 Dec,5347956,HK$’000,5347956.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,18.5,%,18.5,%,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,KM1,Total capital ratio,2024 Jun,20.9,%,20.9,%,True,True,True,NEW_3000_1000
hybrid_rrf,WELAB BANK LIMITED,OV1,Operational risk,2025 Mar,295938,HK$’000,295938.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,KM1,Tier 1,2025 Mar,2031344,HK$ ’000,2031344.0,HK$ '000,True,True,True,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,22.8,%,22.8,%,True,True,True,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,KM1,Total capital ratio,2024 Jun,22.5,%,22.5,%,True,True,True,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,KM1,Total RWA,2024 Dec,9022777,HK$ ’000,9022777.0,(HK$ '000),True,False,False,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,KM1,LMR,2024 Mar,93.1,%,100.9,%,False,True,False,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,OV1,Market risk,2025 Mar,1588,HK$ ’000,1588.0,HK$ '000,True,True,True,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,KM1,Total capital ratio,2024 Jun,20.2,%,20.2,%,True,True,True,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,OV1,Operational risk,2025 Mar,817563,HK$ ’000,817563.0,(HK$ '000),True,False,False,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,LR2,Leverage ratio,2025 Mar,8.2,%,8.2,%,True,True,True,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,24286900,HK$ ’000,24286900.0,(HK$ '000),True,False,False,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,2123188,HK$M,2123188.0,HK$M,True,True,True,NEW_3000_1000
hybrid_rrf,ZA BANK LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,3.0,%,True,True,True,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,KM1,Tier 1,2025 Mar,184883,HK$M,184883.0,HK$M,True,True,True,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,KM1,Total RWA,2024 Dec,853572,HK$M,853572.0,HK$M,True,True,True,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,17.1,%,17.1,HK$M,True,False,False,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,KM1,LMR,2024 Mar,N/A,%,0.0,HK$M,True,True,True,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,KM1,Total capital ratio,2024 Jun,18.7,%,18.7,%,True,True,True,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,OV1,Market risk,2025 Mar,101634,HK$M,101634.0,HK$M,True,True,True,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,OV1,Market risk,2025 Mar,5717938,HK$’000,5717938.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,OV1,Operational risk,2025 Mar,86393,HK$M,86393.0,HK$M,True,True,True,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,478844568,HK$’000,478844568.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,LR2,Leverage ratio,2025 Mar,6.77,%,6.77,HK$M,True,False,False,NEW_3000_1000
hybrid_rrf,STANDARD CHARTERED BANK (HONG KONG) LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,3.0,HK$M,True,False,False,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,KM1,Tier 1,2025 Mar,53877738,HK$’000,4100108.0,HK$'000,False,True,False,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,KM1,Total RWA,2024 Dec,316672653,HK$’000,316672653.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,17.95,%,17.95,percentage,True,False,False,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,KM1,Total capital ratio,2024 Jun,21.88,%,21.88,%,True,True,True,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,KM1,Common Equity Tier 1 (CET1) ratio,2024 Sep,19.4,%,14.0,%,False,True,False,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,KM1,LMR,2024 Mar,N/A,%,0.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,OV1,Operational risk,2025 Mar,15417263,HK$’000,15417263.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,LR2,Leverage ratio,2025 Mar,9.8,%,9.8,N/A,True,False,False,NEW_3000_1000
hybrid_rrf,CHINA CITIC BANK INTERNATIONAL LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,9.8,HK$'000,False,False,False,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,KM1,Tier 1,2025 Mar,56845879,HK$’000,56845879.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,KM1,Total RWA,2024 Dec,290900268,HK$’000,290900268.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,KM1,LMR,2024 Mar,N/A,%,0.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,OV1,Market risk,2025 Mar,938375,HK$’000,938375.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,OV1,Operational risk,2025 Mar,14846025,HK$’000,14846025.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,LR2,Total on-balance sheet exposures (excluding derivative contracts and SFTs),2025 Mar,425891265,HK$’000,425891265.0,HK$'000,True,True,True,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,LR2,Leverage ratio,2025 Mar,12.4,%,12.4,HK$'000,True,False,False,NEW_3000_1000
hybrid_rrf,BANK OF COMMUNICATIONS (HONG KONG) LIMITED,LR2,Minimum leverage ratio requirement,2025 Mar,3,%,3.0,%,True,True,True,NEW_3000_1000
